Date,Close,Volume,Return
2013-01-01,4373.23974609375,2488,
2013-01-02,4353.17333984375,12940,-0.004588453278355886
2013-01-03,4373.90478515625,2052,0.004762375328073665
2013-01-04,4360.85888671875,4589,-0.002982666308094739
2013-01-07,4300.470703125,4494,-0.01384777291869399
2013-01-08,4311.19140625,4570,0.0024929138843359233
2013-01-09,4279.8818359375,2821,-0.007262393932941591
2013-01-10,4242.64453125,9938,-0.008700545041880448
2013-01-11,4147.4853515625,11750,-0.022429213427282657
2013-01-14,4195.20654296875,12748,0.011506054237966579
2013-01-15,4293.9248046875,5686,0.023531204174965792
2013-01-16,4246.060546875,5919,-0.011146971591176613
2013-01-17,4176.326171875,25393,-0.016423311497836046
2013-01-18,4304.7880859375,10406,0.030759550086775445
2013-01-21,4249.333984375,43465,-0.012881958520479242
2013-01-22,4236.28759765625,61368,-0.003070219184164391
2013-01-23,4293.30712890625,11399,0.013459787593634198
2013-01-24,4298.6201171875,7819,0.001237504823607516
2013-01-25,4219.06787109375,6128,-0.01850646112590182
2013-01-28,4279.8818359375,9840,0.01441407597645128
2013-01-29,4127.13330078125,35488,-0.03568989542506629
2013-01-30,4130.64453125,4703,0.0008507674002400378
2013-01-31,4239.6083984375,9187,0.026379386161928142
2013-02-01,4188.42236328125,1916,-0.0120732931784725
2013-02-04,4168.92626953125,1737,-0.004654758297758299
2013-02-05,4257.06591796875,10944,0.021142050192077377
2013-02-06,4224.38134765625,21329,-0.0076777223896253854
2013-02-07,4252.51025390625,10226,0.006658704301307106
2013-02-08,4227.037109375,6725,-0.005990143000325743
2013-02-11,4176.2783203125,5776,-0.01200812478081248
2013-02-12,4198.9541015625,15891,0.005429662371808419
2013-02-13,4292.16748046875,64203,0.022199189762889704
2013-02-14,4267.92919921875,64112,-0.0056470958694633255
2013-02-15,4193.64111328125,79764,-0.01740611956522109
2013-02-18,4167.1708984375,4005,-0.006311988586700679
2013-02-19,4161.66845703125,4420,-0.0013204261453048094
2013-02-20,4172.29345703125,8087,0.0025530625780745275
2013-02-21,4128.74658203125,53578,-0.010437155355554784
2013-02-22,4159.9140625,3031,0.007548896462765242
2013-02-25,4131.44970703125,1179,-0.006842534494965857
2013-02-26,4110.7197265625,6505,-0.005017604458180891
2013-02-27,4097.19970703125,25392,-0.0032889665145222624
2013-02-28,4134.248046875,6093,0.009042356363584414
2013-03-01,4102.18115234375,26423,-0.00775640313974113
2013-03-04,3960.010498046875,11714,-0.03465733204289301
2013-03-05,3991.36669921875,41032,0.007918211627807592
2013-03-06,3979.269287109375,18453,-0.0030308946837038775
2013-03-07,4037.806884765625,4703,0.014710639927254743
2013-03-08,3987.808837890625,18823,-0.012382476007864351
2013-03-11,4132.3984375,9798,0.03625790640602933
2013-03-12,4161.3837890625,46698,0.007014171552159221
2013-03-13,4081.73486328125,14369,-0.019140009626267607
2013-03-14,4020.114501953125,4898,-0.015096610483560258
2013-03-15,3973.19775390625,51161,-0.011670500435766451
2013-03-18,3892.8857421875,21833,-0.020213444357203514
2013-03-19,3945.398681640625,9809,0.013489463326405549
2013-03-20,3962.99853515625,11377,0.004460855527103957
2013-03-21,3890.2763671875,20450,-0.01835028888444512
2013-03-22,3806.833251953125,88492,-0.02144914843021828
2013-03-25,3809.205078125,9695,0.0006230444085404407
2013-03-26,3877.705078125,2329,0.017982754562985592
2013-03-28,3836.196533203125,13558,-0.010704409975898832
2013-04-01,4003.22509765625,4539,0.04354014790625449
2013-04-02,3998.2919921875,5916,-0.0012322828090876037
2013-04-03,3978.226318359375,3437,-0.005018561392547749
2013-04-04,3834.347412109375,7009,-0.03616659655233889
2013-04-05,3779.698974609375,8052,-0.014252343782781174
2013-04-08,3794.878662109375,17041,0.004016110172257559
2013-04-09,3813.14306640625,117228,0.004812908639013624
2013-04-10,3818.693115234375,7496,0.0014555050076723308
2013-04-11,3882.117431640625,14293,0.016608906369884435
2013-04-12,3902.46728515625,7577,0.005241946920452767
2013-04-15,3834.916748046875,2805,-0.01730969978052499
2013-04-16,3916.746337890625,3878,0.021338035535041433
2013-04-17,4108.15771484375,26053,0.04886999576699935
2013-04-18,4114.89404296875,29880,0.0016397442826159292
2013-04-22,4141.26904296875,2208,0.006409642562988482
2013-04-23,4119.9697265625,2954,-0.005143185865311706
2013-04-25,4142.55078125,9815,0.005480878789451804
2013-04-26,4083.158447265625,2618,-0.014337140839213447
2013-04-29,4187.80517578125,7438,0.02562886791368668
2013-04-30,4271.10693359375,15119,0.01989150744028101
2013-05-02,4397.38623046875,70648,0.029565941297739373
2013-05-03,4437.11083984375,16097,0.00903368667044857
2013-05-06,4405.6064453125,5901,-0.007100204540384958
2013-05-07,4401.3798828125,10833,-0.0009593599774435635
2013-05-08,4421.76318359375,4769,0.004631115996337254
2013-05-09,4442.81494140625,16538,0.00476094194519705
2013-05-10,4372.43896484375,2876,-0.015840402422934274
2013-05-13,4430.55615234375,21102,0.0132917092650775
2013-05-14,4404.3720703125,13540,-0.00590988605739684
2013-05-15,4469.47314453125,21771,0.014781011499360286
2013-05-16,4557.1943359375,7865,0.019626740908731843
2013-05-17,4692.72119140625,19168,0.0297390994279092
2013-05-20,4740.2890625,12580,0.010136521892854189
2013-05-21,4546.64599609375,11004,-0.040850476385109635
2013-05-22,4675.33056640625,9382,0.02830318666178533
2013-05-23,4702.7490234375,15949,0.005864495919980506
2013-05-24,4679.177734375,4332,-0.005012236235662493
2013-05-27,4710.3046875,15274,0.006652227141604294
